HPSA Name,HPSA ID,Designation Type,HPSA Discipline Class,HPSA Score,Primary State Abbreviation,HPSA Status,HPSA Designation Date,HPSA Designation Last Update Date,HPSA Degree of Shortage,Withdrawn Date,HPSA FTE,HPSA Designation Population,% of Population Below 100% Poverty,HPSA Formal Ratio,HPSA Population Type,Rural Status,Common County Name,Common State Abbreviation,State and County Federal Information Processing Standard Code,HPSA Component Name,HPSA Component Source Identification Number,HPSA Component Type Description,HPSA Estimated Served Population,HPSA Estimated Underserved Population,HPSA Provider Ratio Goal,HPSA Shortage,Data Warehouse Record Create Date
Northern Orange,1379993708,Geographic HPSA,Primary Care,0,NC,Withdrawn,12/19/1979,05/27/1987,Not applicable,05/27/1987,5.5000,24109.0,12.0,4383:1,Geographic Population,,"Orange County, NC",NC,37135,Eno,,County Subdivision,19250,4859,3500:1,,08/29/2026
Low Income - Bayboro/Aurora,1372566303,HPSA Population,Primary Care,15,NC,Withdrawn,03/28/2007,01/02/2024,Not applicable,01/02/2024,0.1800,5844.0,13.7,32467:1,Low Income Population HPSA,,"Pamlico County, NC",NC,37137,Township 5,,County Subdivision,540,5304,3000:1,1.7700,08/29/2026
Low Income - Bayboro/Aurora,1372566303,HPSA Population,Primary Care,15,NC,Withdrawn,03/28/2007,01/02/2024,Not applicable,01/02/2024,0.1800,5844.0,13.7,32467:1,Low Income Population HPSA,,"Pamlico County, NC",NC,37137,Township 1,,County Subdivision,540,5304,3000:1,1.7700,08/29/2026
Low Income - Bayboro/Aurora,1372566303,HPSA Population,Primary Care,15,NC,Withdrawn,03/28/2007,01/02/2024,Not applicable,01/02/2024,0.1800,5844.0,13.7,32467:1,Low Income Population HPSA,,"Pamlico County, NC",NC,37137,Township 2,,County Subdivision,540,5304,3000:1,1.7700,08/29/2026
Low Income - Bayboro/Aurora,1372566303,HPSA Population,Primary Care,15,NC,Withdrawn,03/28/2007,01/02/2024,Not applicable,01/02/2024,0.1800,5844.0,13.7,32467:1,Low Income Population HPSA,,"Pamlico County, NC",NC,37137,Township 3,,County Subdivision,540,5304,3000:1,1.7700,08/29/2026
Low Income - Bayboro/Aurora,1372566303,HPSA Population,Primary Care,15,NC,Withdrawn,03/28/2007,01/02/2024,Not applicable,01/02/2024,0.1800,5844.0,13.7,32467:1,Low Income Population HPSA,,"Pamlico County, NC",NC,37137,Township 4,,County Subdivision,540,5304,3000:1,1.7700,08/29/2026
LI-Pamlico County,1379619109,HPSA Population,Primary Care,17,NC,Designated,09/07/2021,09/22/2025,Not applicable,,0.1454,3490.0,12.3,24003:1,Low Income Population HPSA,Rural,"Pamlico County, NC",NC,37137,Pamlico,,Single County,436,3054,3000:1,1.0146,08/29/2026
Pamlico Correctional Institution,1379791283,Correctional Facility,Primary Care,12,NC,Designated,04/06/2023,04/06/2023,12,,0.0000,567.0,,,,Rural,"Pamlico County, NC",NC,37137,Pamlico Correctional Institution,1379791283,Unknown,,,1000:0,0.5700,08/29/2026
MI-Pasquotank County,1374282580,HPSA Population,Primary Care,18,NC,Withdrawn,12/05/2016,01/02/2024,Not applicable,01/02/2024,0.0000,4135.0,19.4,,Other Population HPSA,Rural,"Pasquotank County, NC",NC,37139,Pasquotank,,Single County,0,4135,3000:1,1.3800,08/29/2026
Pasquotank Correctional Institution,1376413773,Correctional Facility,Primary Care,6,NC,Designated,08/29/2018,04/06/2023,6,,0.3250,822.0,,,,Rural,"Pasquotank County, NC",NC,37139,Pasquotank Correctional Institution,1376413773,Unknown,,,1000:1,0.4950,08/29/2026
LI-Pasquotank County,1379191735,HPSA Population,Primary Care,15,NC,Designated,10/05/2021,09/22/2025,Not applicable,,1.7294,12787.0,10.0,7394:1,Low Income Population HPSA,Rural,"Pasquotank County, NC",NC,37139,Pasquotank,,Single County,5188,7599,3000:1,2.5306,08/29/2026
Pender,137141,Geographic HPSA,Primary Care,0,NC,Withdrawn,05/26/1978,11/03/2011,Not applicable,11/03/2011,13.0000,42927.0,,3302:1,Geographic Population,Partially Rural,"Pender County, NC",NC,37141,Pender,,Single County,45500,-2573,3500:1,0.0000,08/29/2026
MI-Pender County,1371855385,HPSA Population,Primary Care,17,NC,Designated,07/17/2013,10/19/2020,Not applicable,,0.1400,2418.0,15.0,17271:1,Other Population HPSA,Partially Rural,"Pender County, NC",NC,37141,Pender,,Single County,420,1998,3000:1,0.6700,08/29/2026
Pender Correctional Institution,1379668384,Correctional Facility,Primary Care,3,NC,Designated,08/31/2018,04/06/2023,3,,0.5000,968.0,,,,Rural,"Pender County, NC",NC,37141,Pender Correctional Institution,1379668384,Unknown,,,1000:1,0.4700,08/29/2026
Holly Ridge,1379993725,Geographic HPSA,Primary Care,0,NC,Withdrawn,03/19/1984,03/15/1988,Not applicable,03/15/1988,1.0000,10962.0,21.0,10962:1,Geographic Population,,"Pender County, NC",NC,37141,Topsail,,County Subdivision,3500,7462,3500:1,,08/29/2026
Holly Ridge,1379993725,Geographic HPSA,Primary Care,0,NC,Withdrawn,03/19/1984,03/15/1988,Not applicable,03/15/1988,1.0000,10962.0,21.0,10962:1,Geographic Population,,"Pender County, NC",NC,37141,Holly,,County Subdivision,3500,7462,3500:1,,08/29/2026
Western Pender,1379993726,Geographic HPSA,Primary Care,0,NC,Withdrawn,03/19/1984,03/15/1988,Not applicable,03/15/1988,3.5000,16730.0,21.0,4780:1,Geographic Population,,"Pender County, NC",NC,37141,Holly,,County Subdivision,12250,4480,3500:1,,08/29/2026
Western Pender,1379993726,Geographic HPSA,Primary Care,0,NC,Withdrawn,03/19/1984,03/15/1988,Not applicable,03/15/1988,3.5000,16730.0,21.0,4780:1,Geographic Population,,"Pender County, NC",NC,37141,Rocky Point,,County Subdivision,12250,4480,3500:1,,08/29/2026
Western Pender,1379993726,Geographic HPSA,Primary Care,0,NC,Withdrawn,03/19/1984,03/15/1988,Not applicable,03/15/1988,3.5000,16730.0,21.0,4780:1,Geographic Population,,"Pender County, NC",NC,37141,Canetuck,,County Subdivision,12250,4480,3500:1,,08/29/2026
Western Pender,1379993726,Geographic HPSA,Primary Care,0,NC,Withdrawn,03/19/1984,03/15/1988,Not applicable,03/15/1988,3.5000,16730.0,21.0,4780:1,Geographic Population,,"Pender County, NC",NC,37141,Topsail,,County Subdivision,12250,4480,3500:1,,08/29/2026
Western Pender,1379993726,Geographic HPSA,Primary Care,0,NC,Withdrawn,03/19/1984,03/15/1988,Not applicable,03/15/1988,3.5000,16730.0,21.0,4780:1,Geographic Population,,"Pender County, NC",NC,37141,Union,,County Subdivision,12250,4480,3500:1,,08/29/2026
Western Pender,1379993726,Geographic HPSA,Primary Care,0,NC,Withdrawn,03/19/1984,03/15/1988,Not applicable,03/15/1988,3.5000,16730.0,21.0,4780:1,Geographic Population,,"Pender County, NC",NC,37141,Caswell,,County Subdivision,12250,4480,3500:1,,08/29/2026
Western Pender,1379993726,Geographic HPSA,Primary Care,0,NC,Withdrawn,03/19/1984,03/15/1988,Not applicable,03/15/1988,3.5000,16730.0,21.0,4780:1,Geographic Population,,"Pender County, NC",NC,37141,Burgaw,,County Subdivision,12250,4480,3500:1,,08/29/2026
Western Pender,1379993726,Geographic HPSA,Primary Care,0,NC,Withdrawn,03/19/1984,03/15/1988,Not applicable,03/15/1988,3.5000,16730.0,21.0,4780:1,Geographic Population,,"Pender County, NC",NC,37141,Long Creek,,County Subdivision,12250,4480,3500:1,,08/29/2026
Western Pender,1379993726,Geographic HPSA,Primary Care,0,NC,Withdrawn,03/19/1984,03/15/1988,Not applicable,03/15/1988,3.5000,16730.0,21.0,4780:1,Geographic Population,,"Pender County, NC",NC,37141,Columbia,,County Subdivision,12250,4480,3500:1,,08/29/2026
Western Pender,1379993726,Geographic HPSA,Primary Care,0,NC,Withdrawn,03/19/1984,03/15/1988,Not applicable,03/15/1988,3.5000,16730.0,21.0,4780:1,Geographic Population,,"Pender County, NC",NC,37141,Grady,,County Subdivision,12250,4480,3500:1,,08/29/2026
BLACK RIVER HEALTH SERVICES,13799937G3,Rural Health Clinic,Primary Care,18,NC,Withdrawn,11/09/2009,02/06/2020,,02/06/2020,,65655.0,,,,Non-Rural,"Pender County, NC",NC,37141,BLACK RIVER HEALTH SERVICES,13799937G3,Unknown,,,,,08/29/2026
BLACK RIVER FAMILY PRACTICE,13799937G5,Rural Health Clinic,Primary Care,18,NC,Withdrawn,11/09/2009,02/06/2020,,02/06/2020,,103925.0,,,,Non-Rural,"Pender County, NC",NC,37141,BLACK RIVER FAMILY PRACTICE,13799937G5,Unknown,,,,,08/29/2026
BLACK RIVER HEALTH SERVICES INC,13799937HD,Federally Qualified Health Center Look A Like,Primary Care,18,NC,Designated,02/12/2018,02/04/2026,,,,14452.0,,,,Non-Rural,"Pender County, NC",NC,37141,BLACK RIVER HEALTH SERVICES INC,13799937HD,Unknown,,,,,08/29/2026
LI - Perquimans County,1373080163,HPSA Population,Primary Care,17,NC,Designated,10/19/2020,09/22/2025,Not applicable,,0.2552,3962.0,11.3,15525:1,Low Income Population HPSA,Rural,"Perquimans County, NC",NC,37143,Perquimans,,Single County,766,3196,3000:1,1.0648,08/29/2026
MI- Perquimans County,1377928705,HPSA Population,Primary Care,17,NC,Withdrawn,10/17/2002,07/07/2021,Not applicable,07/07/2021,0.0400,2560.0,18.8,64000:1,Other Population HPSA,Rural,"Perquimans County, NC",NC,37143,Perquimans,,Single County,120,2440,3000:1,0.8100,08/29/2026
Person,137145,Geographic HPSA,Primary Care,0,NC,Withdrawn,03/28/1978,11/03/2011,Not applicable,11/03/2011,16.0000,33417.0,,2089:1,Geographic Population,Rural,"Person County, NC",NC,37145,Person,,Single County,56000,-22583,3500:1,0.0000,08/29/2026
LI-Person County,1374652621,HPSA Population,Primary Care,20,NC,Designated,03/03/2026,03/03/2026,Not applicable,,1.2418,13339.0,18.4,10742:1,Low Income Population HPSA,Rural,"Person County, NC",NC,37145,Person,,Single County,3725,9614,3000:1,3.2082,08/29/2026
Person County,1376922976,Geographic HPSA,Primary Care,11,NC,Proposed For Withdrawal,12/31/2018,09/22/2025,Not applicable,,10.0250,38726.0,17.2,3863:1,Geographic Population,Rural,"Person County, NC",NC,37145,Person,,Single County,35088,3638,3500:1,1.0350,08/29/2026
"PERSON FAMILY MEDICAL CENTER, INCORPORATED",1379993796,Federally Qualified Health Center,Primary Care,21,NC,Designated,10/26/2002,09/22/2025,,,,13946.0,,,,Rural,"Person County, NC",NC,37145,"PERSON FAMILY MEDICAL CENTER, INCORPORATED",1379993796,Unknown,,,,,08/29/2026
LI-Pitt County,1379265594,HPSA Population,Primary Care,18,NC,Designated,09/11/2025,09/11/2025,Not applicable,,7.7418,64678.0,19.4,8354:1,Low Income Population HPSA,Non-Rural,"Pitt County, NC",NC,37147,Pitt,,Single County,23225,41453,3000:1,13.8182,08/29/2026
MI-Pitt County,1379896530,HPSA Population,Primary Care,20,NC,Proposed For Withdrawal,05/17/2012,09/11/2025,Not applicable,,0.4500,26288.0,23.8,58418:1,Other Population HPSA,Non-Rural,"Pitt County, NC",NC,37147,Pitt,,Single County,1350,24938,3000:1,8.3100,08/29/2026
MFW-Henderson/Polk Counties,1375190433,HPSA Population,Primary Care,11,NC,Withdrawn,09/29/1988,07/07/2021,Not applicable,07/07/2021,0.3700,1750.0,14.5,4730:1,Migrant Farmworker Population HPSA,Rural,"Polk County, NC",NC,37149,Polk,,Single County,1110,640,3000:1,0.2100,08/29/2026
LI - Henderson/Polk Counties,1376372140,HPSA Population,Primary Care,8,NC,Withdrawn,11/12/2020,07/01/2026,Not applicable,07/01/2026,11.7218,40546.0,10.7,3459:1,Low Income Population HPSA,Rural,"Polk County, NC",NC,37149,Polk,,Single County,35165,5381,3000:1,1.7982,08/29/2026
LI-Polk County,1378682203,HPSA Population,Primary Care,15,NC,Designated,09/05/2025,09/05/2025,Not applicable,,0.2110,5809.0,13.6,27531:1,Low Income Population HPSA,Rural,"Polk County, NC",NC,37149,Polk,,Single County,633,5176,3000:1,1.7290,08/29/2026
Saluda Medical Center Inc.,13799937C6,Rural Health Clinic,Primary Care,0,NC,Withdrawn,12/23/2003,08/22/2026,,06/25/2019,,,,,,Rural,"Polk County, NC",NC,37149,Saluda Medical Center Inc.,13799937C6,Unknown,,,,,08/29/2026
Randolph,137151,Geographic HPSA,Primary Care,0,NC,Withdrawn,05/08/1978,11/03/2011,Not applicable,11/03/2011,57.0000,119834.0,,2102:1,Geographic Population,Partially Rural,"Randolph County, NC",NC,37151,Randolph,,Single County,199500,-79666,3500:1,0.0000,08/29/2026
LI-Randolph County,1372747064,HPSA Population,Primary Care,15,NC,Withdrawn,12/14/2015,07/02/2018,Not applicable,07/02/2018,10.7500,57946.0,16.8,5390:1,Low Income Population HPSA,Partially Rural,"Randolph County, NC",NC,37151,Randolph,,Single County,32250,25696,3000:1,8.5700,08/29/2026
MI-Randolph County,1374504826,HPSA Population,Primary Care,17,NC,Proposed For Withdrawal,07/27/2017,02/26/2026,Not applicable,,0.5000,15197.0,15.1,30394:1,Other Population HPSA,Partially Rural,"Randolph County, NC",NC,37151,Randolph,,Single County,1500,13697,3000:1,4.5700,08/29/2026
LI-Randolph County,1379319711,HPSA Population,Primary Care,13,NC,Designated,02/26/2026,02/26/2026,Not applicable,,12.0591,53949.0,14.7,4474:1,Low Income Population HPSA,Partially Rural,"Randolph County, NC",NC,37151,Randolph,,Single County,36177,17772,3000:1,5.9209,08/29/2026
"MEDICAL RESOURCE CENTER FOR RANDOLPH COUNTY, INC.",13799937F1,Federally Qualified Health Center,Primary Care,12,NC,Withdrawn,09/01/2007,04/05/2023,,04/05/2023,,33802.0,,,,Rural,"Randolph County, NC",NC,37151,"MEDICAL RESOURCE CENTER FOR RANDOLPH COUNTY, INC.",13799937F1,Unknown,,,,,08/29/2026
MI- Richmond County,1371457185,HPSA Population,Primary Care,21,NC,Withdrawn,07/19/2013,01/02/2024,Not applicable,01/02/2024,0.0800,6484.0,23.8,81050:1,Other Population HPSA,Rural,"Richmond County, NC",NC,37153,Richmond,,Single County,240,6244,3000:1,2.0800,08/29/2026
Richmond,137153,Geographic HPSA,Primary Care,0,NC,Withdrawn,05/26/1978,08/14/1989,Not applicable,08/14/1989,14.8000,46467.0,15.0,3140:1,Geographic Population,Rural,"Richmond County, NC",NC,37153,Richmond,,Single County,51800,-5333,3500:1,,08/29/2026
Richmond Correctional Institution,1377310552,Correctional Facility,Primary Care,6,NC,Designated,07/06/2018,04/06/2023,6,,0.2500,734.0,,,,Rural,"Richmond County, NC",NC,37153,Richmond Correctional Institution,1377310552,Unknown,,,1000:1,0.4800,08/29/2026
LI - Richmond County,1379769293,HPSA Population,Primary Care,19,NC,Designated,08/06/2021,09/22/2025,Not applicable,,2.4204,20191.0,25.1,8342:1,Low Income Population HPSA,Rural,"Richmond County, NC",NC,37153,Richmond,,Single County,7261,12930,3000:1,4.3096,08/29/2026
Lumberton Correctional Institution,1373873167,Correctional Facility,Primary Care,3,NC,Designated,07/06/2018,04/06/2023,3,,1.0000,1021.0,,,,Rural,"Robeson County, NC",NC,37155,Lumberton Correctional Institution,1373873167,Unknown,,,1000:1,0.0200,08/29/2026
PEMBROKE FAMILY PRACTICE & URGENT CARE,1374782494,Rural Health Clinic,Primary Care,19,NC,Designated,12/16/2022,09/22/2025,,,,103923.0,,,,Rural,"Robeson County, NC",NC,37155,PEMBROKE FAMILY PRACTICE & URGENT CARE,1374782494,Unknown,,,,,08/29/2026
Robeson County,1377362380,Geographic HPSA,Primary Care,16,NC,Withdrawn,02/11/1988,01/02/2024,Not applicable,01/02/2024,35.2000,131193.0,31.9,3727:1,Geographic Population,Rural,"Robeson County, NC",NC,37155,Robeson,,Single County,123200,7993,3500:1,2.2800,08/29/2026
LI - Robeson County,1379307100,HPSA Population,Primary Care,19,NC,Designated,07/30/2021,09/22/2025,Not applicable,,6.5248,61748.0,28.7,9464:1,Low Income Population HPSA,Rural,"Robeson County, NC",NC,37155,Robeson,,Single County,19574,42174,3000:1,14.0552,08/29/2026
Poverty Population - Robeson County,1379993731,HPSA Population,Primary Care,0,NC,Withdrawn,10/31/1984,02/11/1988,Not applicable,02/11/1988,4.9000,19157.0,20.0,3909:1,Low Income Population HPSA,,"Robeson County, NC",NC,37155,West Howellsville,,County Subdivision,14700,4457,3000:1,,08/29/2026
Poverty Population - Robeson County,1379993731,HPSA Population,Primary Care,0,NC,Withdrawn,10/31/1984,02/11/1988,Not applicable,02/11/1988,4.9000,19157.0,20.0,3909:1,Low Income Population HPSA,,"Robeson County, NC",NC,37155,Maxton,,County Subdivision,14700,4457,3000:1,,08/29/2026
Poverty Population - Robeson County,1379993731,HPSA Population,Primary Care,0,NC,Withdrawn,10/31/1984,02/11/1988,Not applicable,02/11/1988,4.9000,19157.0,20.0,3909:1,Low Income Population HPSA,,"Robeson County, NC",NC,37155,Parkton,,County Subdivision,14700,4457,3000:1,,08/29/2026
Poverty Population - Robeson County,1379993731,HPSA Population,Primary Care,0,NC,Withdrawn,10/31/1984,02/11/1988,Not applicable,02/11/1988,4.9000,19157.0,20.0,3909:1,Low Income Population HPSA,,"Robeson County, NC",NC,37155,Orrum,,County Subdivision,14700,4457,3000:1,,08/29/2026
Poverty Population - Robeson County,1379993731,HPSA Population,Primary Care,0,NC,Withdrawn,10/31/1984,02/11/1988,Not applicable,02/11/1988,4.9000,19157.0,20.0,3909:1,Low Income Population HPSA,,"Robeson County, NC",NC,37155,Whitehouse,,County Subdivision,14700,4457,3000:1,,08/29/2026
Poverty Population - Robeson County,1379993731,HPSA Population,Primary Care,0,NC,Withdrawn,10/31/1984,02/11/1988,Not applicable,02/11/1988,4.9000,19157.0,20.0,3909:1,Low Income Population HPSA,,"Robeson County, NC",NC,37155,Pembroke,,County Subdivision,14700,4457,3000:1,,08/29/2026
Poverty Population - Robeson County,1379993731,HPSA Population,Primary Care,0,NC,Withdrawn,10/31/1984,02/11/1988,Not applicable,02/11/1988,4.9000,19157.0,20.0,3909:1,Low Income Population HPSA,,"Robeson County, NC",NC,37155,Wisharts,,County Subdivision,14700,4457,3000:1,,08/29/2026
Poverty Population - Robeson County,1379993731,HPSA Population,Primary Care,0,NC,Withdrawn,10/31/1984,02/11/1988,Not applicable,02/11/1988,4.9000,19157.0,20.0,3909:1,Low Income Population HPSA,,"Robeson County, NC",NC,37155,Philadelphus,,County Subdivision,14700,4457,3000:1,,08/29/2026
Poverty Population - Robeson County,1379993731,HPSA Population,Primary Care,0,NC,Withdrawn,10/31/1984,02/11/1988,Not applicable,02/11/1988,4.9000,19157.0,20.0,3909:1,Low Income Population HPSA,,"Robeson County, NC",NC,37155,Shannon,,County Subdivision,14700,4457,3000:1,,08/29/2026
Poverty Population - Robeson County,1379993731,HPSA Population,Primary Care,0,NC,Withdrawn,10/31/1984,02/11/1988,Not applicable,02/11/1988,4.9000,19157.0,20.0,3909:1,Low Income Population HPSA,,"Robeson County, NC",NC,37155,Rowland,,County Subdivision,14700,4457,3000:1,,08/29/2026
Poverty Population - Robeson County,1379993731,HPSA Population,Primary Care,0,NC,Withdrawn,10/31/1984,02/11/1988,Not applicable,02/11/1988,4.9000,19157.0,20.0,3909:1,Low Income Population HPSA,,"Robeson County, NC",NC,37155,Smiths,,County Subdivision,14700,4457,3000:1,,08/29/2026
Poverty Population - Robeson County,1379993731,HPSA Population,Primary Care,0,NC,Withdrawn,10/31/1984,02/11/1988,Not applicable,02/11/1988,4.9000,19157.0,20.0,3909:1,Low Income Population HPSA,,"Robeson County, NC",NC,37155,Saddletree,,County Subdivision,14700,4457,3000:1,,08/29/2026
Poverty Population - Robeson County,1379993731,HPSA Population,Primary Care,0,NC,Withdrawn,10/31/1984,02/11/1988,Not applicable,02/11/1988,4.9000,19157.0,20.0,3909:1,Low Income Population HPSA,,"Robeson County, NC",NC,37155,Smyrna,,County Subdivision,14700,4457,3000:1,,08/29/2026
Poverty Population - Robeson County,1379993731,HPSA Population,Primary Care,0,NC,Withdrawn,10/31/1984,02/11/1988,Not applicable,02/11/1988,4.9000,19157.0,20.0,3909:1,Low Income Population HPSA,,"Robeson County, NC",NC,37155,St. Pauls,,County Subdivision,14700,4457,3000:1,,08/29/2026
Poverty Population - Robeson County,1379993731,HPSA Population,Primary Care,0,NC,Withdrawn,10/31/1984,02/11/1988,Not applicable,02/11/1988,4.9000,19157.0,20.0,3909:1,Low Income Population HPSA,,"Robeson County, NC",NC,37155,Sterlings,,County Subdivision,14700,4457,3000:1,,08/29/2026
Poverty Population - Robeson County,1379993731,HPSA Population,Primary Care,0,NC,Withdrawn,10/31/1984,02/11/1988,Not applicable,02/11/1988,4.9000,19157.0,20.0,3909:1,Low Income Population HPSA,,"Robeson County, NC",NC,37155,Rennert,,County Subdivision,14700,4457,3000:1,,08/29/2026
Poverty Population - Robeson County,1379993731,HPSA Population,Primary Care,0,NC,Withdrawn,10/31/1984,02/11/1988,Not applicable,02/11/1988,4.9000,19157.0,20.0,3909:1,Low Income Population HPSA,,"Robeson County, NC",NC,37155,Thompson,,County Subdivision,14700,4457,3000:1,,08/29/2026
Poverty Population - Robeson County,1379993731,HPSA Population,Primary Care,0,NC,Withdrawn,10/31/1984,02/11/1988,Not applicable,02/11/1988,4.9000,19157.0,20.0,3909:1,Low Income Population HPSA,,"Robeson County, NC",NC,37155,Raft Swamp,,County Subdivision,14700,4457,3000:1,,08/29/2026
Poverty Population - Robeson County,1379993731,HPSA Population,Primary Care,0,NC,Withdrawn,10/31/1984,02/11/1988,Not applicable,02/11/1988,4.9000,19157.0,20.0,3909:1,Low Income Population HPSA,,"Robeson County, NC",NC,37155,Union,,County Subdivision,14700,4457,3000:1,,08/29/2026
Poverty Population - Robeson County,1379993731,HPSA Population,Primary Care,0,NC,Withdrawn,10/31/1984,02/11/1988,Not applicable,02/11/1988,4.9000,19157.0,20.0,3909:1,Low Income Population HPSA,,"Robeson County, NC",NC,37155,Red Springs,,County Subdivision,14700,4457,3000:1,,08/29/2026
Poverty Population - Robeson County,1379993731,HPSA Population,Primary Care,0,NC,Withdrawn,10/31/1984,02/11/1988,Not applicable,02/11/1988,4.9000,19157.0,20.0,3909:1,Low Income Population HPSA,,"Robeson County, NC",NC,37155,Fairmont,,County Subdivision,14700,4457,3000:1,,08/29/2026
Poverty Population - Robeson County,1379993731,HPSA Population,Primary Care,0,NC,Withdrawn,10/31/1984,02/11/1988,Not applicable,02/11/1988,4.9000,19157.0,20.0,3909:1,Low Income Population HPSA,,"Robeson County, NC",NC,37155,Alfordsville,,County Subdivision,14700,4457,3000:1,,08/29/2026
Poverty Population - Robeson County,1379993731,HPSA Population,Primary Care,0,NC,Withdrawn,10/31/1984,02/11/1988,Not applicable,02/11/1988,4.9000,19157.0,20.0,3909:1,Low Income Population HPSA,,"Robeson County, NC",NC,37155,Back Swamp,,County Subdivision,14700,4457,3000:1,,08/29/2026
Poverty Population - Robeson County,1379993731,HPSA Population,Primary Care,0,NC,Withdrawn,10/31/1984,02/11/1988,Not applicable,02/11/1988,4.9000,19157.0,20.0,3909:1,Low Income Population HPSA,,"Robeson County, NC",NC,37155,Britts,,County Subdivision,14700,4457,3000:1,,08/29/2026
Poverty Population - Robeson County,1379993731,HPSA Population,Primary Care,0,NC,Withdrawn,10/31/1984,02/11/1988,Not applicable,02/11/1988,4.9000,19157.0,20.0,3909:1,Low Income Population HPSA,,"Robeson County, NC",NC,37155,Gaddys,,County Subdivision,14700,4457,3000:1,,08/29/2026
Poverty Population - Robeson County,1379993731,HPSA Population,Primary Care,0,NC,Withdrawn,10/31/1984,02/11/1988,Not applicable,02/11/1988,4.9000,19157.0,20.0,3909:1,Low Income Population HPSA,,"Robeson County, NC",NC,37155,Lumber Bridge,,County Subdivision,14700,4457,3000:1,,08/29/2026
Poverty Population - Robeson County,1379993731,HPSA Population,Primary Care,0,NC,Withdrawn,10/31/1984,02/11/1988,Not applicable,02/11/1988,4.9000,19157.0,20.0,3909:1,Low Income Population HPSA,,"Robeson County, NC",NC,37155,Lumberton,,County Subdivision,14700,4457,3000:1,,08/29/2026
Poverty Population - Robeson County,1379993731,HPSA Population,Primary Care,0,NC,Withdrawn,10/31/1984,02/11/1988,Not applicable,02/11/1988,4.9000,19157.0,20.0,3909:1,Low Income Population HPSA,,"Robeson County, NC",NC,37155,Burnt Swamp,,County Subdivision,14700,4457,3000:1,,08/29/2026
Poverty Population - Robeson County,1379993731,HPSA Population,Primary Care,0,NC,Withdrawn,10/31/1984,02/11/1988,Not applicable,02/11/1988,4.9000,19157.0,20.0,3909:1,Low Income Population HPSA,,"Robeson County, NC",NC,37155,East Howellsville,,County Subdivision,14700,4457,3000:1,,08/29/2026
ROBESON HEALTH CARE CORPORATION,1379993782,Federally Qualified Health Center,Primary Care,24,NC,Designated,10/26/2002,09/22/2025,,,,74316.0,,,,Rural,"Robeson County, NC",NC,37155,ROBESON HEALTH CARE CORPORATION,1379993782,Unknown,,,,,08/29/2026
FAIRMONT MEDICAL CLINIC,13799937B6,Rural Health Clinic,Primary Care,19,NC,Withdrawn,01/12/2004,04/05/2023,,04/05/2023,,109238.0,,,,Rural,"Robeson County, NC",NC,37155,FAIRMONT MEDICAL CLINIC,13799937B6,Unknown,,,,,08/29/2026
RIVERQUEST MEDICAL CARE,13799937B9,Rural Health Clinic,Primary Care,17,NC,Withdrawn,10/23/2003,02/06/2020,,02/06/2020,,145129.0,,,,Rural,"Robeson County, NC",NC,37155,RIVERQUEST MEDICAL CARE,13799937B9,Unknown,,,,,08/29/2026
DR ARTHUR J ROBINSON MEDICAL C,13799937C1,Rural Health Clinic,Primary Care,19,NC,Withdrawn,01/12/2004,09/30/2022,,09/30/2022,,138799.0,,,,Rural,"Robeson County, NC",NC,37155,DR ARTHUR J ROBINSON MEDICAL C,13799937C1,Unknown,,,,,08/29/2026
MAXTON FAMILY PRACTICE CENTER,13799937C2,Rural Health Clinic,Primary Care,16,NC,Withdrawn,11/20/2003,02/06/2020,,02/06/2020,,132385.0,,,,Rural,"Robeson County, NC",NC,37155,MAXTON FAMILY PRACTICE CENTER,13799937C2,Unknown,,,,,08/29/2026
Johnson Medical Clinic,13799937C4,Rural Health Clinic,Primary Care,12,NC,Withdrawn,01/12/2004,08/22/2026,,06/25/2019,,,,,,Rural,"Robeson County, NC",NC,37155,Johnson Medical Clinic,13799937C4,Unknown,,,,,08/29/2026
SOUTHEASTERN MEDICAL CLINIC ROWLAND,13799937C5,Rural Health Clinic,Primary Care,19,NC,Withdrawn,01/12/2004,04/05/2023,,04/05/2023,,128007.0,,,,Rural,"Robeson County, NC",NC,37155,SOUTHEASTERN MEDICAL CLINIC ROWLAND,13799937C5,Unknown,,,,,08/29/2026
MI - Rockingham County,1375859886,HPSA Population,Primary Care,18,NC,Designated,03/13/2025,03/13/2025,Not applicable,,0.0000,4686.0,18.8,,Other Population HPSA,Rural,"Rockingham County, NC",NC,37157,Rockingham,,Single County,0,4686,3000:1,1.5600,08/29/2026
MI - Rockingham County,1379771842,HPSA Population,Primary Care,18,NC,Withdrawn,07/23/2010,07/01/2026,Not applicable,07/01/2026,0.1000,9005.0,18.1,90050:1,Other Population HPSA,Rural,"Rockingham County, NC",NC,37157,Rockingham,,Single County,300,8705,3000:1,2.9000,08/29/2026
RMSA Health Center,13799937A2,Federally Qualified Health Center Look A Like,Primary Care,0,NC,Withdrawn,10/26/2002,08/22/2026,,,,,,,,Rural,"Rockingham County, NC",NC,37157,RMSA Health Center,13799937A2,Unknown,,,,,08/29/2026
"RMSA Health Center, Inc.",13799937F9,Federally Qualified Health Center Look A Like,Primary Care,0,NC,Withdrawn,10/27/2002,08/22/2026,,06/25/2019,,,,,,Rural,"Rockingham County, NC",NC,37157,"RMSA Health Center, Inc.",13799937F9,Unknown,,,,,08/29/2026
