shift_id,date,shift_name,week_index,arrivals,completed_encounters,left_before_seen,left_before_seen_percent,return_within_72h,return_within_72h_percent,valid_event_sequences,valid_event_sequence_percent,clinician_time_available,median_arrival_to_triage_minutes,median_arrival_to_clinician_minutes,median_arrival_to_departure_minutes,clinician_staff_hours,total_staff_hours,overtime_hours,absence_hours,clinician_staff_hours_per_arrival,completed_encounters_per_clinician_hour,mean_queue_end,max_queue_end,median_queue_end,queue_clinician_hours,holiday_flag,synthetic_special_event_flag,synthetic_flag
20240515-day,2024-05-15,day,20,41,40,1,2.439,0,0.0,41,100.0,40,11.0,81.0,294.0,56.0,160.0,0.0,0.0,1.3659,0.7143,6.625,9,6.5,56.0,0,0,1
20240515-evening,2024-05-15,evening,20,42,38,4,9.5238,0,0.0,42,100.0,38,13.0,87.5,315.5,40.0,120.0,0.0,8.0,0.9524,0.95,7.875,10,8.0,40.0,0,0,1
20240516-night,2024-05-16,night,20,16,15,1,6.25,0,0.0,16,100.0,15,10.0,85.0,303.0,24.0,80.0,0.0,0.0,1.5,0.625,3.25,7,3.0,24.0,0,0,1
20240516-day,2024-05-16,day,20,45,42,3,6.6667,0,0.0,45,100.0,42,10.0,90.0,301.0,58.0,162.0,2.0,0.0,1.2889,0.7241,7.8125,10,8.0,56.0,0,0,1
20240516-evening,2024-05-16,evening,20,32,32,0,0.0,0,0.0,32,100.0,32,11.0,87.0,302.0,40.0,128.0,0.0,0.0,1.25,0.8,5.6875,7,6.0,40.0,0,0,1
20240517-night,2024-05-17,night,20,24,24,0,0.0,0,0.0,24,100.0,24,13.0,91.0,310.0,24.0,80.0,0.0,0.0,1.0,1.0,4.75,6,5.0,24.0,0,0,1
20240517-day,2024-05-17,day,20,52,45,7,13.4615,0,0.0,52,100.0,45,13.0,93.0,277.5,56.0,160.0,0.0,0.0,1.0769,0.8036,9.375,12,10.0,56.0,0,0,1
20240517-evening,2024-05-17,evening,20,53,45,8,15.0943,0,0.0,53,100.0,45,15.0,108.0,329.0,40.0,128.0,0.0,0.0,0.7547,1.125,11.25,15,11.0,40.0,0,0,1
20240518-night,2024-05-18,night,20,22,20,2,9.0909,0,0.0,22,100.0,20,11.5,91.5,307.0,24.0,80.0,0.0,0.0,1.0909,0.8333,4.75,8,4.0,24.0,0,0,1
20240518-day,2024-05-18,day,20,43,36,7,16.2791,0,0.0,43,100.0,36,11.0,86.5,276.0,56.0,160.0,0.0,0.0,1.3023,0.6429,7.5,9,7.5,56.0,0,0,1
20240518-evening,2024-05-18,evening,20,52,44,8,15.3846,0,0.0,52,100.0,44,15.0,104.5,310.0,40.0,128.0,0.0,0.0,0.7692,1.1,10.5625,13,11.0,40.0,0,0,1
20240519-night,2024-05-19,night,20,12,12,0,0.0,0,0.0,12,100.0,12,9.0,72.5,269.0,24.0,80.0,0.0,0.0,2.0,0.5,2.875,8,2.0,24.0,0,0,1
20240519-day,2024-05-19,day,20,45,41,4,8.8889,0,0.0,45,100.0,41,12.0,92.0,304.0,48.0,152.0,0.0,8.0,1.0667,0.8542,8.0,10,8.0,48.0,0,0,1
20240519-evening,2024-05-19,evening,20,48,43,5,10.4167,0,0.0,48,100.0,43,14.0,101.0,314.0,40.0,128.0,0.0,0.0,0.8333,1.075,10.125,12,10.0,40.0,0,0,1
20240520-night,2024-05-20,night,21,28,26,2,7.1429,0,0.0,28,100.0,26,13.0,103.0,338.5,24.0,80.0,0.0,0.0,0.8571,1.0833,6.1875,9,6.0,24.0,0,0,1
20240520-day,2024-05-20,day,21,52,46,6,11.5385,0,0.0,52,100.0,46,13.0,87.0,294.0,58.0,162.0,2.0,0.0,1.1154,0.7931,9.375,11,9.5,56.0,0,0,1
20240520-evening,2024-05-20,evening,21,33,30,3,9.0909,0,0.0,33,100.0,30,11.0,85.5,303.0,40.0,128.0,0.0,0.0,1.2121,0.75,5.9375,8,6.0,40.0,0,0,1
20240521-night,2024-05-21,night,21,31,28,3,9.6774,0,0.0,31,100.0,28,16.0,104.0,297.0,24.0,80.0,0.0,0.0,0.7742,1.1667,6.875,8,7.0,24.0,0,0,1
20240521-day,2024-05-21,day,21,63,54,9,14.2857,0,0.0,63,100.0,54,13.0,99.0,293.0,60.0,156.0,4.0,8.0,0.9524,0.9,12.375,15,13.0,56.0,0,0,1
20240521-evening,2024-05-21,evening,21,28,27,1,3.5714,0,0.0,28,100.0,27,11.0,82.0,281.5,42.0,122.0,2.0,8.0,1.5,0.6429,5.5625,12,5.0,40.0,0,0,1
20240522-night,2024-05-22,night,21,28,24,4,14.2857,0,0.0,28,100.0,24,14.0,95.0,319.0,24.0,80.0,0.0,0.0,0.8571,1.0,5.1875,7,5.0,24.0,0,0,1
20240522-day,2024-05-22,day,21,44,43,1,2.2727,0,0.0,44,100.0,43,11.0,84.0,308.0,58.0,162.0,2.0,0.0,1.3182,0.7414,7.75,9,8.0,56.0,0,0,1
20240522-evening,2024-05-22,evening,21,39,39,0,0.0,0,0.0,39,100.0,39,13.0,99.0,297.0,40.0,120.0,0.0,8.0,1.0256,0.975,7.875,9,8.0,40.0,0,0,1
20240523-night,2024-05-23,night,21,24,20,4,16.6667,0,0.0,24,100.0,20,12.0,94.0,299.0,26.0,82.0,2.0,0.0,1.0833,0.7692,4.875,7,5.0,24.0,0,0,1
20240523-day,2024-05-23,day,21,58,56,2,3.4483,0,0.0,58,100.0,56,13.0,93.5,312.5,58.0,162.0,2.0,0.0,1.0,0.9655,10.9375,13,11.0,56.0,0,0,1
20240523-evening,2024-05-23,evening,21,38,35,3,7.8947,0,0.0,38,100.0,35,13.0,106.0,294.5,32.0,120.0,0.0,8.0,0.8421,1.0938,8.625,11,9.0,32.0,0,0,1
20240524-night,2024-05-24,night,21,24,21,3,12.5,0,0.0,24,100.0,21,13.0,98.0,292.0,24.0,80.0,0.0,0.0,1.0,0.875,5.1875,7,5.0,24.0,0,0,1
20240524-day,2024-05-24,day,21,48,47,1,2.0833,0,0.0,48,100.0,47,11.0,89.0,284.0,56.0,160.0,0.0,0.0,1.1667,0.8393,8.75,10,9.0,56.0,0,0,1
20240524-evening,2024-05-24,evening,21,43,42,1,2.3256,0,0.0,43,100.0,42,13.0,99.5,309.0,40.0,128.0,0.0,0.0,0.9302,1.05,9.0,10,9.0,40.0,0,0,1
20240525-night,2024-05-25,night,21,18,17,1,5.5556,0,0.0,18,100.0,17,11.0,80.0,287.0,24.0,80.0,0.0,0.0,1.3333,0.7083,3.8125,8,3.0,24.0,0,0,1
20240525-day,2024-05-25,day,21,48,46,2,4.1667,0,0.0,48,100.0,46,11.0,86.0,298.0,56.0,164.0,4.0,0.0,1.1667,0.8214,8.0625,10,8.0,56.0,0,0,1
20240525-evening,2024-05-25,evening,21,38,36,2,5.2632,0,0.0,38,100.0,36,14.0,103.0,307.0,32.0,120.0,0.0,8.0,0.8421,1.125,8.25,10,8.0,32.0,0,0,1
20240526-night,2024-05-26,night,21,21,19,2,9.5238,0,0.0,21,100.0,19,12.0,87.0,288.0,24.0,84.0,4.0,0.0,1.1429,0.7917,4.0,7,4.0,24.0,0,0,1
20240526-day,2024-05-26,day,21,45,42,3,6.6667,0,0.0,45,100.0,42,11.0,89.5,263.0,56.0,160.0,0.0,0.0,1.2444,0.75,8.4375,10,8.5,56.0,0,0,1
20240526-evening,2024-05-26,evening,21,29,29,0,0.0,0,0.0,29,100.0,29,11.0,81.0,299.0,40.0,128.0,0.0,0.0,1.3793,0.725,5.1875,7,5.0,40.0,0,0,1
20240527-night,2024-05-27,night,22,31,30,1,3.2258,0,0.0,31,100.0,30,14.0,108.5,314.0,28.0,84.0,4.0,0.0,0.9032,1.0714,6.625,8,7.0,24.0,0,0,1
20240527-day,2024-05-27,day,22,59,53,6,10.1695,0,0.0,59,100.0,53,13.0,98.0,289.0,56.0,160.0,0.0,0.0,0.9492,0.9464,11.8125,15,12.0,56.0,0,0,1
20240527-evening,2024-05-27,evening,22,37,34,3,8.1081,0,0.0,37,100.0,34,12.0,90.5,284.0,40.0,128.0,0.0,0.0,1.0811,0.85,7.125,9,7.0,40.0,0,0,1
20240528-night,2024-05-28,night,22,27,27,0,0.0,0,0.0,27,100.0,27,13.0,103.0,339.0,26.0,74.0,2.0,8.0,0.963,1.0385,5.6875,7,6.0,24.0,0,0,1
20240528-day,2024-05-28,day,22,37,37,0,0.0,0,0.0,37,100.0,37,10.0,78.0,307.0,58.0,166.0,6.0,0.0,1.5676,0.6379,5.9375,8,6.0,56.0,0,0,1
20240528-evening,2024-05-28,evening,22,36,33,3,8.3333,0,0.0,36,100.0,33,12.0,90.0,298.0,42.0,130.0,2.0,0.0,1.1667,0.7857,6.1875,8,6.0,40.0,0,0,1
20240529-night,2024-05-29,night,22,28,25,3,10.7143,0,0.0,28,100.0,25,14.0,107.0,311.5,24.0,80.0,0.0,0.0,0.8571,1.0417,6.375,9,6.0,24.0,0,0,1
20240529-day,2024-05-29,day,22,53,50,3,5.6604,0,0.0,53,100.0,50,12.0,93.0,297.0,56.0,160.0,0.0,0.0,1.0566,0.8929,9.4375,11,9.5,56.0,0,0,1
20240529-evening,2024-05-29,evening,22,43,40,3,6.9767,0,0.0,43,100.0,40,13.0,93.5,310.0,40.0,128.0,0.0,0.0,0.9302,1.0,8.5625,11,8.5,40.0,0,0,1
20240530-night,2024-05-30,night,22,40,33,7,17.5,0,0.0,40,100.0,33,23.0,157.0,360.5,18.0,74.0,2.0,8.0,0.45,1.8333,11.4375,14,11.0,16.0,0,0,1
20240530-day,2024-05-30,day,22,58,54,4,6.8966,0,0.0,58,100.0,54,13.0,98.5,293.0,56.0,160.0,0.0,0.0,0.9655,0.9643,12.4375,16,12.0,56.0,0,0,1
20240530-evening,2024-05-30,evening,22,35,32,3,8.5714,0,0.0,35,100.0,32,11.0,82.0,301.0,42.0,130.0,2.0,0.0,1.2,0.7619,6.6875,12,6.0,40.0,0,0,1
20240531-night,2024-05-31,night,22,31,30,1,3.2258,0,0.0,31,100.0,30,15.0,117.5,290.0,24.0,80.0,0.0,0.0,0.7742,1.25,7.0625,10,7.0,24.0,0,0,1
20240531-day,2024-05-31,day,22,39,35,4,10.2564,0,0.0,39,100.0,35,10.0,80.0,302.0,56.0,160.0,0.0,0.0,1.4359,0.625,6.75,9,6.5,56.0,0,0,1
20240531-evening,2024-05-31,evening,22,47,43,4,8.5106,0,0.0,47,100.0,43,14.0,106.0,309.0,40.0,128.0,0.0,0.0,0.8511,1.075,9.875,12,10.0,40.0,0,0,1
20240601-night,2024-06-01,night,22,28,25,3,10.7143,0,0.0,28,100.0,25,14.0,113.0,328.5,24.0,80.0,0.0,0.0,0.8571,1.0417,6.75,11,6.0,24.0,0,0,1
20240601-day,2024-06-01,day,22,41,39,2,4.878,0,0.0,41,100.0,39,10.0,85.0,278.0,56.0,160.0,0.0,0.0,1.3659,0.6964,7.375,9,7.5,56.0,0,0,1
20240601-evening,2024-06-01,evening,22,33,31,2,6.0606,0,0.0,33,100.0,31,11.0,89.0,293.0,40.0,120.0,0.0,8.0,1.2121,0.775,6.5,9,7.0,40.0,0,0,1
20240602-night,2024-06-02,night,22,17,16,1,5.8824,0,0.0,17,100.0,16,10.0,83.5,277.0,24.0,72.0,0.0,8.0,1.4118,0.6667,3.1875,4,3.0,24.0,0,0,1
20240602-day,2024-06-02,day,22,44,41,3,6.8182,0,0.0,44,100.0,41,11.0,84.0,290.5,56.0,152.0,0.0,8.0,1.2727,0.7321,7.6875,9,8.0,56.0,0,0,1
20240602-evening,2024-06-02,evening,22,44,39,5,11.3636,0,0.0,44,100.0,39,13.0,99.0,308.0,42.0,134.0,6.0,0.0,0.9545,0.9286,8.75,10,9.0,40.0,0,0,1
20240603-night,2024-06-03,night,23,35,32,3,8.5714,0,0.0,35,100.0,32,16.0,114.5,314.0,24.0,76.0,4.0,16.0,0.6857,1.3333,8.375,10,8.0,24.0,0,0,1
20240603-day,2024-06-03,day,23,46,45,1,2.1739,0,0.0,46,100.0,45,11.0,86.0,295.5,56.0,160.0,0.0,0.0,1.2174,0.8036,8.5,11,9.0,56.0,0,0,1
20240603-evening,2024-06-03,evening,23,43,37,6,13.9535,0,0.0,43,100.0,37,13.0,99.0,307.0,40.0,128.0,0.0,0.0,0.9302,0.925,8.625,10,9.0,40.0,0,0,1
20240604-night,2024-06-04,night,23,26,24,2,7.6923,0,0.0,26,100.0,24,13.5,100.0,305.0,24.0,80.0,0.0,0.0,0.9231,1.0,5.375,7,5.0,24.0,0,0,1
20240604-day,2024-06-04,day,23,54,45,9,16.6667,0,0.0,54,100.0,45,12.0,95.0,279.5,56.0,160.0,0.0,0.0,1.037,0.8036,9.875,13,10.0,56.0,0,0,1
20240604-evening,2024-06-04,evening,23,42,36,6,14.2857,0,0.0,42,100.0,36,13.0,96.5,298.5,40.0,132.0,4.0,0.0,0.9524,0.9,8.5625,11,8.5,40.0,0,0,1
20240605-night,2024-06-05,night,23,26,22,4,15.3846,0,0.0,26,100.0,22,13.0,101.0,278.5,28.0,84.0,4.0,0.0,1.0769,0.7857,5.4375,8,5.0,24.0,0,0,1
20240605-day,2024-06-05,day,23,40,40,0,0.0,0,0.0,40,100.0,40,10.0,82.0,279.5,58.0,162.0,2.0,0.0,1.45,0.6897,6.875,8,7.0,56.0,0,0,1
20240605-evening,2024-06-05,evening,23,35,32,3,8.5714,0,0.0,35,100.0,32,11.0,90.0,305.0,40.0,128.0,0.0,0.0,1.1429,0.8,6.375,8,6.0,40.0,0,0,1
20240606-night,2024-06-06,night,23,20,19,1,5.0,0,0.0,20,100.0,19,11.5,90.0,344.5,24.0,80.0,0.0,0.0,1.2,0.7917,3.8125,6,4.0,24.0,0,0,1
20240606-day,2024-06-06,day,23,24,22,2,8.3333,0,0.0,24,100.0,22,9.0,69.5,271.5,56.0,160.0,0.0,0.0,2.3333,0.3929,3.875,5,4.0,56.0,0,0,1
20240606-evening,2024-06-06,evening,23,41,36,5,12.1951,0,0.0,41,100.0,36,12.0,93.5,292.0,40.0,128.0,0.0,0.0,0.9756,0.9,7.625,10,8.0,40.0,0,0,1
20240607-night,2024-06-07,night,23,21,21,0,0.0,0,0.0,21,100.0,21,11.0,82.0,330.0,24.0,80.0,0.0,0.0,1.1429,0.875,3.9375,6,4.0,24.0,0,0,1
20240607-day,2024-06-07,day,23,54,51,3,5.5556,0,0.0,54,100.0,51,13.0,94.0,300.0,58.0,162.0,2.0,0.0,1.0741,0.8793,10.0625,13,10.0,56.0,0,0,1
20240607-evening,2024-06-07,evening,23,45,43,2,4.4444,0,0.0,45,100.0,43,13.0,99.0,305.0,40.0,128.0,0.0,0.0,0.8889,1.075,9.3125,11,9.0,40.0,0,0,1
20240608-night,2024-06-08,night,23,25,24,1,4.0,0,0.0,25,100.0,24,13.0,97.0,300.0,26.0,82.0,2.0,0.0,1.04,0.9231,5.8125,9,6.0,24.0,0,0,1
20240608-day,2024-06-08,day,23,45,43,2,4.4444,0,0.0,45,100.0,43,11.0,84.0,285.0,56.0,160.0,0.0,0.0,1.2444,0.7679,7.75,9,8.0,56.0,0,0,1
20240608-evening,2024-06-08,evening,23,38,36,2,5.2632,0,0.0,38,100.0,36,12.0,92.5,288.0,40.0,128.0,0.0,0.0,1.0526,0.9,7.4375,9,7.5,40.0,0,0,1
20240609-night,2024-06-09,night,23,28,28,0,0.0,0,0.0,28,100.0,28,14.0,108.5,307.5,24.0,80.0,0.0,0.0,0.8571,1.1667,6.1875,7,6.0,24.0,0,0,1
20240609-day,2024-06-09,day,23,47,46,1,2.1277,0,0.0,47,100.0,46,11.0,89.0,303.0,56.0,160.0,0.0,0.0,1.1915,0.8214,8.8125,10,9.0,56.0,0,0,1
20240609-evening,2024-06-09,evening,23,33,33,0,0.0,0,0.0,33,100.0,33,11.0,85.0,285.0,42.0,130.0,2.0,0.0,1.2727,0.7857,5.875,7,6.0,40.0,0,0,1
20240610-night,2024-06-10,night,24,37,33,4,10.8108,0,0.0,37,100.0,33,16.0,118.0,311.0,26.0,82.0,2.0,0.0,0.7027,1.2692,8.625,11,9.0,24.0,0,0,1
20240610-day,2024-06-10,day,24,54,52,2,3.7037,0,0.0,54,100.0,52,12.0,96.0,302.0,56.0,152.0,0.0,8.0,1.037,0.9286,10.875,13,11.0,56.0,0,0,1
20240610-evening,2024-06-10,evening,24,41,37,4,9.7561,0,0.0,41,100.0,37,13.0,100.0,297.0,40.0,128.0,0.0,0.0,0.9756,0.925,7.875,10,8.0,40.0,0,0,1
20240611-night,2024-06-11,night,24,25,25,0,0.0,0,0.0,25,100.0,25,13.0,100.0,295.0,24.0,80.0,0.0,0.0,0.96,1.0417,5.1875,9,5.0,24.0,0,0,1
20240611-day,2024-06-11,day,24,37,32,5,13.5135,0,0.0,37,100.0,32,11.0,86.5,279.0,48.0,144.0,0.0,16.0,1.2973,0.6667,6.5625,9,6.5,48.0,0,0,1
20240611-evening,2024-06-11,evening,24,41,39,2,4.878,0,0.0,41,100.0,39,12.0,100.0,304.0,42.0,130.0,2.0,0.0,1.0244,0.9286,7.9375,9,8.0,40.0,0,0,1
20240612-night,2024-06-12,night,24,26,26,0,0.0,0,0.0,26,100.0,26,13.0,100.0,313.5,24.0,80.0,0.0,0.0,0.9231,1.0833,5.625,7,5.5,24.0,0,0,1
20240612-day,2024-06-12,day,24,59,55,4,6.7797,0,0.0,59,100.0,55,13.0,93.0,320.0,56.0,164.0,4.0,0.0,0.9492,0.9821,11.375,13,12.0,56.0,0,0,1
20240612-evening,2024-06-12,evening,24,43,40,3,6.9767,0,0.0,43,100.0,40,13.0,92.0,311.0,40.0,128.0,0.0,0.0,0.9302,1.0,8.375,11,8.0,40.0,0,0,1
20240613-night,2024-06-13,night,24,28,24,4,14.2857,0,0.0,28,100.0,24,14.0,99.5,317.5,24.0,80.0,0.0,0.0,0.8571,1.0,6.1875,8,6.0,24.0,0,0,1
20240613-day,2024-06-13,day,24,24,22,2,8.3333,0,0.0,24,100.0,22,9.0,69.5,267.0,56.0,160.0,0.0,0.0,2.3333,0.3929,3.625,5,3.5,56.0,0,0,1
20240613-evening,2024-06-13,evening,24,45,42,3,6.6667,0,0.0,45,100.0,42,13.0,105.5,297.0,40.0,128.0,0.0,0.0,0.8889,1.05,8.875,12,9.0,40.0,0,0,1
20240614-night,2024-06-14,night,24,19,17,2,10.5263,0,0.0,19,100.0,17,11.0,88.0,274.0,26.0,82.0,2.0,0.0,1.3684,0.6538,3.8125,9,3.5,24.0,0,0,1
20240614-day,2024-06-14,day,24,41,38,3,7.3171,0,0.0,41,100.0,38,10.0,88.0,274.0,56.0,160.0,0.0,0.0,1.3659,0.6786,7.0,9,7.0,56.0,0,0,1
20240614-evening,2024-06-14,evening,24,36,35,1,2.7778,0,0.0,36,100.0,35,12.0,93.0,291.5,40.0,120.0,0.0,8.0,1.1111,0.875,6.625,8,6.5,40.0,0,0,1
20240615-night,2024-06-15,night,24,25,22,3,12.0,0,0.0,25,100.0,22,12.0,95.5,288.0,24.0,80.0,0.0,0.0,0.96,0.9167,5.3125,7,5.0,24.0,0,0,1
20240615-day,2024-06-15,day,24,44,44,0,0.0,0,0.0,44,100.0,44,11.0,82.0,293.0,56.0,152.0,0.0,8.0,1.2727,0.7857,7.625,10,7.5,56.0,0,0,1
20240615-evening,2024-06-15,evening,24,39,35,4,10.2564,0,0.0,39,100.0,35,14.0,103.0,326.0,32.0,124.0,4.0,8.0,0.8205,1.0938,8.1875,9,8.0,32.0,0,0,1
20240616-night,2024-06-16,night,24,18,17,1,5.5556,0,0.0,18,100.0,17,11.0,84.0,307.0,24.0,80.0,0.0,0.0,1.3333,0.7083,3.5,7,3.0,24.0,0,0,1
20240616-day,2024-06-16,day,24,46,41,5,10.8696,0,0.0,46,100.0,41,11.0,88.0,277.0,56.0,160.0,0.0,0.0,1.2174,0.7321,8.0625,10,8.0,56.0,0,0,1
20240616-evening,2024-06-16,evening,24,46,44,2,4.3478,0,0.0,46,100.0,44,16.0,117.0,318.5,32.0,120.0,0.0,8.0,0.6957,1.375,11.0,13,11.0,32.0,0,0,1
20240617-night,2024-06-17,night,25,32,24,8,25.0,0,0.0,32,100.0,24,15.5,110.0,291.0,24.0,80.0,0.0,0.0,0.75,1.0,7.5,11,7.0,24.0,0,0,1
20240617-day,2024-06-17,day,25,53,49,4,7.5472,0,0.0,53,100.0,49,12.0,91.0,298.0,56.0,160.0,0.0,0.0,1.0566,0.875,9.9375,13,10.0,56.0,0,0,1
20240617-evening,2024-06-17,evening,25,43,37,6,13.9535,0,0.0,43,100.0,37,13.0,97.0,308.0,44.0,132.0,4.0,0.0,1.0233,0.8409,8.8125,10,9.0,40.0,0,0,1
20240618-night,2024-06-18,night,25,23,23,0,0.0,0,0.0,23,100.0,23,13.0,92.0,290.0,26.0,82.0,2.0,0.0,1.1304,0.8846,4.875,8,5.0,24.0,0,0,1
20240618-day,2024-06-18,day,25,45,43,2,4.4444,0,0.0,45,100.0,43,11.0,88.0,287.0,56.0,160.0,0.0,0.0,1.2444,0.7679,7.9375,10,8.0,56.0,0,0,1
20240618-evening,2024-06-18,evening,25,46,42,4,8.6957,0,0.0,46,100.0,42,13.0,101.5,310.5,40.0,128.0,0.0,0.0,0.8696,1.05,9.8125,12,10.0,40.0,0,0,1
20240619-night,2024-06-19,night,25,22,19,3,13.6364,0,0.0,22,100.0,19,12.0,93.0,295.5,24.0,84.0,4.0,0.0,1.0909,0.7917,4.5,7,4.0,24.0,0,0,1
20240619-day,2024-06-19,day,25,53,49,4,7.5472,0,0.0,53,100.0,49,12.0,93.0,302.0,56.0,160.0,0.0,0.0,1.0566,0.875,9.75,11,10.0,56.0,0,0,1
20240619-evening,2024-06-19,evening,25,31,30,1,3.2258,0,0.0,31,100.0,30,11.0,77.5,296.0,42.0,130.0,2.0,0.0,1.3548,0.7143,5.75,8,6.0,40.0,0,0,1
20240620-night,2024-06-20,night,25,26,23,3,11.5385,0,0.0,26,100.0,23,13.5,95.0,310.5,24.0,80.0,0.0,0.0,0.9231,0.9583,5.25,7,5.0,24.0,0,0,1
20240620-day,2024-06-20,day,25,43,38,5,11.6279,0,0.0,43,100.0,38,11.0,82.5,302.0,56.0,160.0,0.0,0.0,1.3023,0.6786,7.375,9,7.0,56.0,0,0,1
20240620-evening,2024-06-20,evening,25,49,40,9,18.3673,0,0.0,49,100.0,40,14.0,97.0,321.0,40.0,128.0,0.0,0.0,0.8163,1.0,9.6875,11,9.5,40.0,0,0,1
20240621-night,2024-06-21,night,25,34,31,3,8.8235,0,0.0,34,100.0,31,16.0,117.0,319.0,24.0,80.0,0.0,0.0,0.7059,1.2917,8.6875,11,9.0,24.0,0,0,1
20240621-day,2024-06-21,day,25,44,42,2,4.5455,0,0.0,44,100.0,42,10.5,84.5,281.0,56.0,152.0,0.0,8.0,1.2727,0.75,7.875,10,8.0,56.0,0,0,1
20240621-evening,2024-06-21,evening,25,34,33,1,2.9412,0,0.0,34,100.0,33,11.0,95.0,291.0,40.0,128.0,0.0,0.0,1.1765,0.825,6.625,8,7.0,40.0,0,0,1
20240622-night,2024-06-22,night,25,24,21,3,12.5,0,0.0,24,100.0,21,12.0,94.0,288.5,24.0,80.0,0.0,0.0,1.0,0.875,4.9375,7,5.0,24.0,0,0,1
20240622-day,2024-06-22,day,25,47,41,6,12.766,0,0.0,47,100.0,41,11.0,85.0,293.0,58.0,162.0,2.0,0.0,1.234,0.7069,8.5625,11,8.0,56.0,0,0,1
20240622-evening,2024-06-22,evening,25,42,35,7,16.6667,0,0.0,42,100.0,35,12.5,94.0,303.5,40.0,128.0,0.0,0.0,0.9524,0.875,8.125,9,8.0,40.0,0,0,1
20240623-night,2024-06-23,night,25,18,17,1,5.5556,0,0.0,18,100.0,17,10.0,89.0,284.5,24.0,80.0,0.0,0.0,1.3333,0.7083,3.3125,6,3.0,24.0,0,0,1
20240623-day,2024-06-23,day,25,43,41,2,4.6512,0,0.0,43,100.0,41,12.0,91.0,301.0,48.0,152.0,0.0,8.0,1.1163,0.8542,7.4375,10,7.0,48.0,0,0,1
20240623-evening,2024-06-23,evening,25,34,31,3,8.8235,0,0.0,34,100.0,31,11.0,88.0,287.0,40.0,128.0,0.0,0.0,1.1765,0.775,6.5,8,6.0,40.0,0,0,1
20240624-night,2024-06-24,night,26,30,29,1,3.3333,0,0.0,30,100.0,29,14.0,110.0,308.0,24.0,80.0,0.0,0.0,0.8,1.2083,6.6875,8,6.5,24.0,0,0,1
20240624-day,2024-06-24,day,26,53,51,2,3.7736,0,0.0,53,100.0,51,13.0,92.0,303.0,56.0,160.0,0.0,0.0,1.0566,0.9107,9.6875,12,10.0,56.0,0,0,1
20240624-evening,2024-06-24,evening,26,41,39,2,4.878,0,0.0,41,100.0,39,12.0,96.0,290.0,40.0,128.0,0.0,0.0,0.9756,0.975,8.625,11,9.0,40.0,0,0,1
20240625-night,2024-06-25,night,26,32,31,1,3.125,0,0.0,32,100.0,31,15.0,106.0,339.5,24.0,80.0,0.0,8.0,0.75,1.2917,7.0625,8,7.0,24.0,0,0,1
20240625-day,2024-06-25,day,26,37,33,4,10.8108,0,0.0,37,100.0,33,11.0,78.0,283.0,56.0,160.0,0.0,0.0,1.5135,0.5893,6.0625,9,6.0,56.0,0,0,1
20240625-evening,2024-06-25,evening,26,33,33,0,0.0,0,0.0,33,100.0,33,11.0,90.0,289.0,40.0,128.0,0.0,0.0,1.2121,0.825,6.25,8,6.0,40.0,0,0,1
20240626-night,2024-06-26,night,26,22,21,1,4.5455,0,0.0,22,100.0,21,11.5,88.0,297.0,24.0,80.0,0.0,0.0,1.0909,0.875,4.1875,5,4.0,24.0,0,0,1
20240626-day,2024-06-26,day,26,43,39,4,9.3023,0,0.0,43,100.0,39,10.0,82.0,287.0,56.0,160.0,0.0,0.0,1.3023,0.6964,6.875,9,7.0,56.0,0,0,1
20240626-evening,2024-06-26,evening,26,42,39,3,7.1429,0,0.0,42,100.0,39,13.0,98.0,295.0,42.0,130.0,2.0,0.0,1.0,0.9286,8.3125,10,8.0,40.0,0,0,1
20240627-night,2024-06-27,night,26,27,26,1,3.7037,0,0.0,27,100.0,26,14.0,98.0,286.0,24.0,72.0,0.0,8.0,0.8889,1.0833,5.875,7,5.5,24.0,0,0,1
20240627-day,2024-06-27,day,26,39,38,1,2.5641,0,0.0,39,100.0,38,10.0,74.0,287.0,56.0,164.0,4.0,0.0,1.4359,0.6786,6.25,8,6.0,56.0,0,0,1
20240627-evening,2024-06-27,evening,26,46,40,6,13.0435,0,0.0,46,100.0,40,14.0,100.0,311.0,40.0,132.0,4.0,0.0,0.8696,1.0,9.1875,12,9.0,40.0,0,0,1
20240628-night,2024-06-28,night,26,30,27,3,10.0,0,0.0,30,100.0,27,13.5,105.0,346.5,24.0,80.0,0.0,0.0,0.8,1.125,6.875,9,7.0,24.0,0,0,1
20240628-day,2024-06-28,day,26,47,40,7,14.8936,0,0.0,47,100.0,40,12.0,85.5,302.0,56.0,152.0,0.0,8.0,1.1915,0.7143,8.0625,9,8.0,56.0,0,0,1
20240628-evening,2024-06-28,evening,26,27,25,2,7.4074,0,0.0,27,100.0,25,10.0,77.0,282.0,42.0,126.0,6.0,8.0,1.5556,0.5952,5.0,8,5.0,40.0,0,0,1
20240629-night,2024-06-29,night,26,27,26,1,3.7037,0,0.0,27,100.0,26,14.0,102.5,325.0,24.0,80.0,0.0,0.0,0.8889,1.0833,5.6875,7,6.0,24.0,0,0,1
20240629-day,2024-06-29,day,26,28,26,2,7.1429,0,0.0,28,100.0,26,9.0,75.5,266.0,58.0,162.0,2.0,0.0,2.0714,0.4483,4.625,6,4.5,56.0,0,0,1
