opportunity_id,link_person_id,data_class,assigned_channel,language_support_offer,accessible_format_offer,synthetic_selection_score,comment_returned,comment_id
OPPORTUNITY-0574,LINK-0900,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_offered,not_offered,0.84966596,yes,COMMENT-0299
OPPORTUNITY-0575,LINK-0901,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,offered,not_offered,0.87074262,yes,COMMENT-0300
OPPORTUNITY-0576,LINK-0903,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.13303738,no,
OPPORTUNITY-0577,LINK-0905,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.17320851,no,
OPPORTUNITY-0578,LINK-0907,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.93779672,yes,COMMENT-0301
OPPORTUNITY-0579,LINK-0908,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.09897298,no,
OPPORTUNITY-0580,LINK-0911,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.87214343,yes,COMMENT-0302
OPPORTUNITY-0581,LINK-0914,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.82291994,yes,COMMENT-0303
OPPORTUNITY-0582,LINK-0915,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.96060306,yes,COMMENT-0304
OPPORTUNITY-0583,LINK-0916,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.01889183,no,
OPPORTUNITY-0584,LINK-0922,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,offered,offered,0.33600087,no,
OPPORTUNITY-0585,LINK-0923,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,offered,0.62878459,yes,COMMENT-0305
OPPORTUNITY-0586,LINK-0924,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,offered,0.86869420,yes,COMMENT-0306
OPPORTUNITY-0587,LINK-0925,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,offered,0.83334856,yes,COMMENT-0307
OPPORTUNITY-0588,LINK-0926,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,1.01194320,yes,COMMENT-0308
OPPORTUNITY-0589,LINK-0931,synthetic_comment_opportunity_linked_to_public_derived_meps,web,offered,not_offered,0.21150451,no,
OPPORTUNITY-0590,LINK-0932,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,offered,0.93515165,yes,COMMENT-0309
OPPORTUNITY-0591,LINK-0933,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.76237274,yes,COMMENT-0310
OPPORTUNITY-0592,LINK-0935,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.94721822,yes,COMMENT-0311
OPPORTUNITY-0593,LINK-0938,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,offered,0.66679473,yes,COMMENT-0312
OPPORTUNITY-0594,LINK-0939,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.69751700,yes,COMMENT-0313
OPPORTUNITY-0595,LINK-0942,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,offered,0.52909976,yes,COMMENT-0314
OPPORTUNITY-0596,LINK-0943,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_offered,not_offered,0.49265454,no,
OPPORTUNITY-0597,LINK-0944,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,offered,not_offered,0.33301776,no,
OPPORTUNITY-0598,LINK-0945,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,offered,0.25679713,no,
OPPORTUNITY-0599,LINK-0946,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_offered,offered,0.86390632,yes,COMMENT-0315
OPPORTUNITY-0600,LINK-0947,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,offered,0.95002596,yes,COMMENT-0316
OPPORTUNITY-0601,LINK-0948,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.01511950,no,
OPPORTUNITY-0602,LINK-0950,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.77379098,yes,COMMENT-0317
OPPORTUNITY-0603,LINK-0951,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,offered,0.89532229,yes,COMMENT-0318
OPPORTUNITY-0604,LINK-0952,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.23368871,no,
OPPORTUNITY-0605,LINK-0953,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,offered,not_offered,1.05113099,yes,COMMENT-0319
OPPORTUNITY-0606,LINK-0955,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,offered,0.95361445,yes,COMMENT-0320
OPPORTUNITY-0607,LINK-0956,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,1.02896985,yes,COMMENT-0321
OPPORTUNITY-0608,LINK-0958,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.13898242,no,
OPPORTUNITY-0609,LINK-0959,synthetic_comment_opportunity_linked_to_public_derived_meps,web,offered,not_offered,0.47558236,no,
OPPORTUNITY-0610,LINK-0961,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.29607695,no,
OPPORTUNITY-0611,LINK-0964,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_offered,not_offered,0.56096785,yes,COMMENT-0322
OPPORTUNITY-0612,LINK-0968,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.43592915,no,
OPPORTUNITY-0613,LINK-0969,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.15648739,no,
OPPORTUNITY-0614,LINK-0970,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.89823438,yes,COMMENT-0323
OPPORTUNITY-0615,LINK-0971,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.15479001,no,
OPPORTUNITY-0616,LINK-0972,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.32343435,no,
OPPORTUNITY-0617,LINK-0973,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_offered,not_offered,0.51085882,no,
OPPORTUNITY-0618,LINK-0974,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.60338923,yes,COMMENT-0324
OPPORTUNITY-0619,LINK-0976,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,offered,0.27562276,no,
OPPORTUNITY-0620,LINK-0978,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,offered,0.64505837,yes,COMMENT-0325
OPPORTUNITY-0621,LINK-0979,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.81878122,yes,COMMENT-0326
OPPORTUNITY-0622,LINK-0980,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.77437045,yes,COMMENT-0327
OPPORTUNITY-0623,LINK-0983,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,offered,not_offered,0.20247717,no,
OPPORTUNITY-0624,LINK-0984,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,offered,0.88942433,yes,COMMENT-0328
OPPORTUNITY-0625,LINK-0987,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.37266017,no,
OPPORTUNITY-0626,LINK-0989,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.58769359,yes,COMMENT-0329
OPPORTUNITY-0627,LINK-0990,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.67189066,yes,COMMENT-0330
OPPORTUNITY-0628,LINK-0991,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.31001532,no,
OPPORTUNITY-0629,LINK-0992,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.55927682,yes,COMMENT-0331
OPPORTUNITY-0630,LINK-0996,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_offered,not_offered,0.18050183,no,
OPPORTUNITY-0631,LINK-0998,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.23532505,no,
OPPORTUNITY-0632,LINK-0999,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,1.01152011,yes,COMMENT-0332
OPPORTUNITY-0633,LINK-1000,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.32469592,no,
OPPORTUNITY-0634,LINK-1001,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.31066589,no,
OPPORTUNITY-0635,LINK-1004,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.78437048,yes,COMMENT-0333
OPPORTUNITY-0636,LINK-1006,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.12840184,no,
OPPORTUNITY-0637,LINK-1009,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,offered,0.30867935,no,
OPPORTUNITY-0638,LINK-1010,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,offered,not_offered,1.05805303,yes,COMMENT-0334
OPPORTUNITY-0639,LINK-1012,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.38806462,no,
OPPORTUNITY-0640,LINK-1014,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,offered,0.55016288,yes,COMMENT-0335
OPPORTUNITY-0641,LINK-1015,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.22489029,no,
OPPORTUNITY-0642,LINK-1016,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.22862791,no,
OPPORTUNITY-0643,LINK-1019,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.56772801,yes,COMMENT-0336
OPPORTUNITY-0644,LINK-1024,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,offered,0.08948296,no,
OPPORTUNITY-0645,LINK-1029,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.81098538,yes,COMMENT-0337
OPPORTUNITY-0646,LINK-1030,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.71637152,yes,COMMENT-0338
OPPORTUNITY-0647,LINK-1033,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.14101239,no,
OPPORTUNITY-0648,LINK-1039,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.89490520,yes,COMMENT-0339
OPPORTUNITY-0649,LINK-1040,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.04263722,no,
OPPORTUNITY-0650,LINK-1041,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,offered,0.40012907,no,
OPPORTUNITY-0651,LINK-1042,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_offered,offered,0.68075155,yes,COMMENT-0340
OPPORTUNITY-0652,LINK-1043,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_offered,offered,0.48026194,no,
OPPORTUNITY-0653,LINK-1044,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.06291262,no,
OPPORTUNITY-0654,LINK-1045,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.59077593,yes,COMMENT-0341
OPPORTUNITY-0655,LINK-1047,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,offered,0.93572443,yes,COMMENT-0342
OPPORTUNITY-0656,LINK-1048,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.63436933,yes,COMMENT-0343
OPPORTUNITY-0657,LINK-1049,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,offered,not_offered,0.73824544,yes,COMMENT-0344
OPPORTUNITY-0658,LINK-1050,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.51898979,yes,COMMENT-0345
OPPORTUNITY-0659,LINK-1054,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,offered,not_offered,0.68689910,yes,COMMENT-0346
OPPORTUNITY-0660,LINK-1055,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,offered,1.02966051,yes,COMMENT-0347
OPPORTUNITY-0661,LINK-1056,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.84673137,yes,COMMENT-0348
OPPORTUNITY-0662,LINK-1057,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,offered,0.41591564,no,
OPPORTUNITY-0663,LINK-1058,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.53979365,yes,COMMENT-0349
OPPORTUNITY-0664,LINK-1060,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,offered,0.13763714,no,
OPPORTUNITY-0665,LINK-1061,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.61595067,yes,COMMENT-0350
OPPORTUNITY-0666,LINK-1062,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.28059910,no,
OPPORTUNITY-0667,LINK-1064,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.10316516,no,
OPPORTUNITY-0668,LINK-1066,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.48538578,no,
OPPORTUNITY-0669,LINK-1067,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.14528352,no,
OPPORTUNITY-0670,LINK-1069,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,1.01598868,yes,COMMENT-0351
OPPORTUNITY-0671,LINK-1071,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.76101696,yes,COMMENT-0352
OPPORTUNITY-0672,LINK-1072,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.12728451,no,
OPPORTUNITY-0673,LINK-1073,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.22741419,no,
OPPORTUNITY-0674,LINK-1074,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.06974517,no,
OPPORTUNITY-0675,LINK-1075,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.99038885,yes,COMMENT-0353
OPPORTUNITY-0676,LINK-1076,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,offered,not_offered,0.33666324,no,
OPPORTUNITY-0677,LINK-1077,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,offered,0.15243007,no,
OPPORTUNITY-0678,LINK-1078,synthetic_comment_opportunity_linked_to_public_derived_meps,web,offered,not_offered,1.02111258,yes,COMMENT-0354
OPPORTUNITY-0679,LINK-1080,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,offered,0.22207175,no,
OPPORTUNITY-0680,LINK-1084,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.77203492,yes,COMMENT-0355
OPPORTUNITY-0681,LINK-1085,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,offered,0.93452298,yes,COMMENT-0356
OPPORTUNITY-0682,LINK-1086,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,offered,0.85601422,yes,COMMENT-0357
OPPORTUNITY-0683,LINK-1088,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.61730108,yes,COMMENT-0358
OPPORTUNITY-0684,LINK-1089,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.90144760,yes,COMMENT-0359
OPPORTUNITY-0685,LINK-1090,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.27286492,no,
OPPORTUNITY-0686,LINK-1092,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.86187415,yes,COMMENT-0360
OPPORTUNITY-0687,LINK-1093,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,offered,0.91327435,yes,COMMENT-0361
OPPORTUNITY-0688,LINK-1094,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,offered,0.79571136,yes,COMMENT-0362
OPPORTUNITY-0689,LINK-1097,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,offered,1.03835016,yes,COMMENT-0363
OPPORTUNITY-0690,LINK-1100,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.68415570,yes,COMMENT-0364
OPPORTUNITY-0691,LINK-1101,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.69854571,yes,COMMENT-0365
OPPORTUNITY-0692,LINK-1104,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.13389150,no,
OPPORTUNITY-0693,LINK-1105,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.84327689,yes,COMMENT-0366
OPPORTUNITY-0694,LINK-1106,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.49338253,no,
OPPORTUNITY-0695,LINK-1108,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,offered,0.80797774,yes,COMMENT-0367
OPPORTUNITY-0696,LINK-1109,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.71107292,yes,COMMENT-0368
OPPORTUNITY-0697,LINK-1113,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,offered,0.48506924,no,
OPPORTUNITY-0698,LINK-1117,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,offered,not_offered,1.05409077,yes,COMMENT-0369
OPPORTUNITY-0699,LINK-1119,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,offered,0.89214667,yes,COMMENT-0370
OPPORTUNITY-0700,LINK-1121,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.51208652,yes,COMMENT-0371
OPPORTUNITY-0701,LINK-1122,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.90116972,yes,COMMENT-0372
OPPORTUNITY-0702,LINK-1123,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,offered,0.28720286,no,
OPPORTUNITY-0703,LINK-1124,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,-0.03988954,no,
OPPORTUNITY-0704,LINK-1125,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_offered,not_offered,0.46352248,no,
OPPORTUNITY-0705,LINK-1126,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,offered,0.67582097,yes,COMMENT-0373
OPPORTUNITY-0706,LINK-1127,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.74866581,yes,COMMENT-0374
OPPORTUNITY-0707,LINK-1129,synthetic_comment_opportunity_linked_to_public_derived_meps,web,offered,not_offered,0.87660320,yes,COMMENT-0375
OPPORTUNITY-0708,LINK-1132,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,offered,0.24120246,no,
OPPORTUNITY-0709,LINK-1135,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_offered,not_offered,0.50145651,no,
OPPORTUNITY-0710,LINK-1137,synthetic_comment_opportunity_linked_to_public_derived_meps,web,offered,not_offered,0.96002542,yes,COMMENT-0376
OPPORTUNITY-0711,LINK-1139,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,offered,0.59361111,yes,COMMENT-0377
OPPORTUNITY-0712,LINK-1143,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,offered,not_offered,0.57523425,yes,COMMENT-0378
OPPORTUNITY-0713,LINK-1144,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_offered,not_offered,0.69353184,yes,COMMENT-0379
OPPORTUNITY-0714,LINK-1145,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.92999822,yes,COMMENT-0380
OPPORTUNITY-0715,LINK-1146,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.99042996,yes,COMMENT-0381
OPPORTUNITY-0716,LINK-1148,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.52911831,yes,COMMENT-0382
OPPORTUNITY-0717,LINK-1149,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.90923946,yes,COMMENT-0383
OPPORTUNITY-0718,LINK-1151,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.96822484,yes,COMMENT-0384
OPPORTUNITY-0719,LINK-1152,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.74648730,yes,COMMENT-0385
OPPORTUNITY-0720,LINK-1153,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.12220463,no,
OPPORTUNITY-0721,LINK-1154,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.92952114,yes,COMMENT-0386
OPPORTUNITY-0722,LINK-1155,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,offered,0.98986202,yes,COMMENT-0387
OPPORTUNITY-0723,LINK-1156,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.49650259,no,
OPPORTUNITY-0724,LINK-1158,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.37810750,no,
OPPORTUNITY-0725,LINK-1159,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,offered,0.54657669,yes,COMMENT-0388
OPPORTUNITY-0726,LINK-1161,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,offered,0.90326789,yes,COMMENT-0389
OPPORTUNITY-0727,LINK-1162,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.90181579,yes,COMMENT-0390
OPPORTUNITY-0728,LINK-1163,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.42524092,no,
OPPORTUNITY-0729,LINK-1164,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.73767208,yes,COMMENT-0391
OPPORTUNITY-0730,LINK-1165,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.22465761,no,
OPPORTUNITY-0731,LINK-1167,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.26134009,no,
OPPORTUNITY-0732,LINK-1168,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_offered,not_offered,0.18336185,no,
OPPORTUNITY-0733,LINK-1170,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.83545129,yes,COMMENT-0392
OPPORTUNITY-0734,LINK-1172,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.68026836,yes,COMMENT-0393
OPPORTUNITY-0735,LINK-1173,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,offered,0.20119245,no,
OPPORTUNITY-0736,LINK-1176,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.60000371,yes,COMMENT-0394
OPPORTUNITY-0737,LINK-1177,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.26807623,no,
OPPORTUNITY-0738,LINK-1178,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.82932680,yes,COMMENT-0395
OPPORTUNITY-0739,LINK-1182,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.30218158,no,
OPPORTUNITY-0740,LINK-1183,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.62533837,yes,COMMENT-0396
OPPORTUNITY-0741,LINK-1187,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,offered,0.90906740,yes,COMMENT-0397
OPPORTUNITY-0742,LINK-1190,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,offered,0.33989272,no,
OPPORTUNITY-0743,LINK-1192,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,offered,0.81150044,yes,COMMENT-0398
OPPORTUNITY-0744,LINK-1193,synthetic_comment_opportunity_linked_to_public_derived_meps,web,offered,not_offered,1.12412633,yes,COMMENT-0399
OPPORTUNITY-0745,LINK-1195,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.92515762,yes,COMMENT-0400
OPPORTUNITY-0746,LINK-1196,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_offered,not_offered,0.10749588,no,
OPPORTUNITY-0747,LINK-1197,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,offered,0.43115835,no,
OPPORTUNITY-0748,LINK-1199,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.72717651,yes,COMMENT-0401
OPPORTUNITY-0749,LINK-1200,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.06110933,no,
OPPORTUNITY-0750,LINK-1201,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.68368856,yes,COMMENT-0402
OPPORTUNITY-0751,LINK-1203,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.35840163,no,
OPPORTUNITY-0752,LINK-1206,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,offered,1.02077990,yes,COMMENT-0403
OPPORTUNITY-0753,LINK-1207,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.08604968,no,
OPPORTUNITY-0754,LINK-1210,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.31232392,no,
OPPORTUNITY-0755,LINK-1211,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_offered,not_offered,0.72043557,yes,COMMENT-0404
OPPORTUNITY-0756,LINK-1212,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_offered,not_offered,0.77582007,yes,COMMENT-0405
OPPORTUNITY-0757,LINK-1213,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.91805474,yes,COMMENT-0406
OPPORTUNITY-0758,LINK-1214,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,offered,0.87463478,yes,COMMENT-0407
OPPORTUNITY-0759,LINK-1215,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.26543640,no,
OPPORTUNITY-0760,LINK-1219,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.73788057,yes,COMMENT-0408
OPPORTUNITY-0761,LINK-1220,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.57666530,yes,COMMENT-0409
OPPORTUNITY-0762,LINK-1221,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.71888028,yes,COMMENT-0410
OPPORTUNITY-0763,LINK-1222,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.47069223,no,
